text,quest pronoun,variants,correct_answer,answer
"После визита в Вашингтон Сергей Лавров отправится на Аляску, где примет участие в министерском заседании Арктического совета. Изначально встреча глав внешнеполитических ведомств РФ и США планировалась именно ""на полях"" заседания Арктического совета, однако затем было принято решение перенести ее в столицу США.",ее,"['Аляску', 'встреча глав внешнеполитических ведомств РФ и США', 'столицу США']",2,2
"По словам представителя обладминистрации, Гребенников уволен ""в связи с неоднократным неисполнением судебных решений"", передает ""Интерфакс"". Никаких других подробностей этой отставки в аппарате губернатора не сообщили, добавив лишь, что постановление главы региона ""вступает в силу с момента его официального опубликования"".",его,"['региона', 'постановление главы региона', 'аппарате губернатора']",2,2
"Напомним, ранее публиковались послеоперационные фотографии Кастро, лежащего на больничной койке. Рядом с ним на больничной койке стоит брат Рауль и прибывший в Гавану специально, чтобы поздравить Фиделя с днем рождения, президент Венесуэлы Уго Чавес. На этих фотографиях Фидель что-то записывает в блокнот, улыбается, обменивается рукопожатиями с Чавесом, принимает от него подарки: кинжал национального героя Венесуэлы Симона Боливара и кофейную чашку Наполеона из коллекции Боливара.",ним,"['Кастро', 'президент Венесуэлы Уго Чавес', 'брат Рауль']",1,1
"Напомним, ранее публиковались послеоперационные фотографии Кастро, лежащего на больничной койке. Рядом с ним на больничной койке стоит брат Рауль и прибывший в Гавану специально, чтобы поздравить Фиделя с днем рождения, президент Венесуэлы Уго Чавес. На этих фотографиях Фидель что-то записывает в блокнот, улыбается, обменивается рукопожатиями с Чавесом, принимает от него подарки: кинжал национального героя Венесуэлы Симона Боливара и кофейную чашку Наполеона из коллекции Боливара.",него,"['брат Рауль', 'Чавесом', 'Фидель']",2,2
"Как рассказал адвокат Сайпса, его клиент подрабатывает в клубе Delilah, хотя его основное занятие - модельный бизнес. В тот вечер Сайпс не работал, а зашел в клуб за своей девушкой - 21-летней Instagram-моделью Соммер Рэй (ФОТО). Рэй весь вечер находилась в VIP-зоне клуба, болтая с Оделлом Бекхэмом-младшим. Когда Сайпс пришел, чтобы забрать Рэй, то Оделл наглядно показал ему, что совсем этому не рад. Что произошло дальше, неясно. Но когда гости уходили, Сайпс что-то сказал, чем моментально вывел из себя Юнеса Бенджиму.",его,"['Юнеса Бенджиму', 'адвокат Сайпса', 'Сайпса']",2,3
"Как рассказал адвокат Сайпса, его клиент подрабатывает в клубе Delilah, хотя его основное занятие - модельный бизнес. В тот вечер Сайпс не работал, а зашел в клуб за своей девушкой - 21-летней Instagram-моделью Соммер Рэй (ФОТО). Рэй весь вечер находилась в VIP-зоне клуба, болтая с Оделлом Бекхэмом-младшим. Когда Сайпс пришел, чтобы забрать Рэй, то Оделл наглядно показал ему, что совсем этому не рад. Что произошло дальше, неясно. Но когда гости уходили, Сайпс что-то сказал, чем моментально вывел из себя Юнеса Бенджиму.",его,"['Юнеса Бенджиму', 'адвокат Сайпса', 'его клиент']",3,3
"Несколько снарядов, выпущенных американской артиллерией, поразили в воскресенье главные входные ворота шиитской святыни - гробницы имама Али в иракском городе Неджеф. Об этом сообщил с места событий корреспондент иранского спутникового телеканала Al-Alam. В выпуске новостей Al-Alam показал последние кадры, переданные его сотрудниками из Неджефа.",его,"['корреспондент иранского спутникового телеканала Al-Alam', 'Al-Alam', 'Неджефа']",2,2
"В свою очередь адвокат Шимкевича Виктор Данильченко отметил, что контракт с ""Томскнефтью"" заключила юрфирма, а Николаев-Полыновский исполнял этот контракт. Он также подчеркнул, что в отличие от советских времен, сейчас размер вознаграждения за юридические услуги является предметом договора сторон.",Он,"['Шимкевича', 'адвокат Шимкевича Виктор Данильченко', 'Николаев-Полыновский']",2,3
"Совет Безопасности ООН 17 марта принял резолюцию номер 1973, которая предусматривает закрытие воздушного пространства для ливийской авиации, возможные боевые действия без применения наземных сил, а также замораживание счетов национальной нефтяной компании Ливии и ее центрального банка.",ее,"['национальной нефтяной компании Ливии', 'ООН', 'Ливии']",3,3
"Он попросил и в этот раз не впутывать в произошедшее политику. По словам Воробьева, он убежден, что лидер ""Ночных волков"" к нападению не имеет отношения. ""Я и весь наш клуб приносит глубокие соболезнования друзьям и близким погибшего Валеры Белого. Поймите, что это трагическая случайность, - заявил байкер. - Также обращаюсь к Хирургу. Мы верим, что нападение на наш клуб не является его желанием. Просим не множить насилия. Несмотря на трагедию, необходимо примирение и разбор причин этой трагедии"".",он,"['Воробьева', '""Ночных волков""', 'лидер ""Ночных волков""']",1,1
"Один из кремлевских сотрудников, готовивших страничку заявил газете ""Комсомольская правда"", что название журнала - ник - поначалу будет довольно скучным. По его словам, к интернет-персонажу ""Медвед"" глава государства относится ""с юмором и пониманием"", но и это слово, и производные от него уже заняты другими пользователями. Так что, возможно, одной из тем обсуждения на новом блоге будет выбор нового ника президенту. Тем временем в ЖЖ уже зарегистрированы пользователи под никами: d-medvedev, medvedev-d и president, - но, очевидно, к самому главе государства они никакого отношения не имеют - журналы пустые, отмечает газета.",него,"['это слово', 'ЖЖ', 'интернет-персонажу ""Медвед""']",1,3
"Таким образом, Франция, по сути, осталась единственной страной, способной наладить диалог с Россией, несмотря даже на срыв поставок Mistral. Путин, комментируя встречу с Олландом, заявил, что на переговорах президенты не поднимали тему вертолетоносцев, даже не упоминали о ней. Однако он дал понять, что Москва не считает это серьезной проблемой, способной осложнить отношения, и в случае отказа от контракта не будет требовать дополнительных компенсаций, а удовлетворится возвратом заплаченных денег. Ранее СМИ не исключали, что Парижу грозит неустойка в размере до 3 млрд евро.",ней,"['Москва', 'тему вертолетоносцев', 'Франция']",2,2
"Ранее сотрудники Скотланд-Ярда и британского Агентства по охране здоровья завершили обследование ресторана японской кухни Itsu в Лондоне, и там была начата операция по обеззараживанию. В течение нескольких дней ресторан был закрыт, проводилось его обследование и беседы с сотрудниками. Никаких опасных последствий выявлено не было.",его,"['ресторан', 'Лондоне', 'британского Агентства по охране здоровья']",1,1
"Попаданием в ""списки МВД и ФСБ"" также пугали школьников Мурманска. В городской гимназии N7 в середине сентября не знакомая ученикам женщина, пришедшая на урок по ОБЖ, запретила им идти на встречи с Навальным. ""Прямых обвинений ему в экстремизме пока нет, но работа над этим ведется"", - пояснила дама. Она заявила, что если кто-то из учеников пойдет на митинг и, не дай бог, попадет на фото или видео, то их фамилию и имя сразу узнают и начнут проверять по статье об экстремизме.",им,"['кто-то из учеников', 'МВД', 'ученикам']",3,3
"Дочери рассказали родителям, что их посадили в сарай, и спустя некоторое время бросили туда же их брата, связанного по рукам и ногам и избитого. Солдаты вылили на него ведро воды, чтобы он очнулся, и снова увели. ""Они пытали девочек электричеством. Они прикладывали к их пальцам металлическую спираль, которую присоединяли к аккумулятору, - сказал Ганиев. - Они хотели получить информацию о повстанцах"".",их,"['Солдаты', 'Дочери', 'родителям']",2,2
"Дочери рассказали родителям, что их посадили в сарай, и спустя некоторое время бросили туда же их брата, связанного по рукам и ногам и избитого. Солдаты вылили на него ведро воды, чтобы он очнулся, и снова увели. ""Они пытали девочек электричеством. Они прикладывали к их пальцам металлическую спираль, которую присоединяли к аккумулятору, - сказал Ганиев. - Они хотели получить информацию о повстанцах"".",Они,"['Солдаты', 'родителям', 'девочек']",1,1
"На третьей строчке турнирной таблицы оказалась японка Фуми Сугури. За медали с ней будут бороться россиянка Виктория Волчкова и американка Саша Коэн, которые пока делят четвертое и пятое места. Еще одна российская фигуристка Людмила Нелидина - на 14 месте. А вот победительница Олимпиады в Солт-Лейк-Сити американка Сара Хьюз, которую наряду с Кван и Коэн называли главной претенденткой на медали, после серии ошибок в квалификационном раунде соревнований и короткой программе скатилась на 9 место. Перед началом чемпионата его хозяева не скрывали, что рассчитывают увидеть на всех ступенях пьедестала почета только своих спортсменок.",ней,"['американка Саша Коэн', 'победительница Олимпиады в Солт-Лейк-Сити американка Сара Хьюз', 'японка Фуми Сугури']",3,3
"По мнению Закаева, ""сегодня как бы пытаются оформить те заявления Путина о том, что он будет решать политическими методами российско-чеченскую проблему"". ""Это и есть псевдополитические решения, то есть съезд, в последующем Конституция, референдум"", - считает спецпредставитель Масхадова. Использование таких политических методов ""есть не окончание войны, а ее продолжение"", добавил он.",он,"['Путина', 'Закаева', 'Масхадова']",1,1
"По мнению Закаева, ""сегодня как бы пытаются оформить те заявления Путина о том, что он будет решать политическими методами российско-чеченскую проблему"". ""Это и есть псевдополитические решения, то есть съезд, в последующем Конституция, референдум"", - считает спецпредставитель Масхадова. Использование таких политических методов ""есть не окончание войны, а ее продолжение"", добавил он.",он,"['Масхадова', 'спецпредставитель Масхадова', 'Путина']",2,3
"Защитник ""Оттавы"" Здено Чара забросил шайбу и сделал результативную передачу, что помогло ""Сенаторам"" выйти на первое место в дивизионе, деля его с ""Бостоном"". Судьба первенства решится в двух матчах основного соперника против ""Дэвилз"". Между тем, ""Оттава"" закрывает сезон поединком с ""Торонто"".",его,"['Защитник ""Оттавы"" Здено Чара', 'дивизионе', 'первое место в дивизионе']",3,3
"На днях Ирак при поддержке коалиции, возглавляемой США, начал штурм Мосула. По предварительным данным, численность иракских подразделений, задействованных в операции, превышает 60 тысяч человек. Поддержку им оказывают ВВС международной коалиции, правительственная авиация и артиллерия.",им,"['иракских подразделений', 'Мосула', 'Ирак']",1,1
"Аналогичное требование уже узаконено в США, в Великобритании и во Франции. ""У нас этого пока нет, но мы к этому движемся"", - обнадежил НГ Аксаков. По словам депутата, его уже фактически поддержал заместитель председателя Центрального банка Виктор Мельников: ""Он сказал: есть вопрос, поскольку есть требование FATF, а мы - члены FATF"". Препятствий на пути продвижения документа он не видит, ""поскольку президент в своем Послании озвучил проблему борьбы с коррупцией как одну из первостепенных"".",его,"['заместитель председателя Центрального банка Виктор Мельников', 'депутата', 'президент']",2,2
"Аналогичное требование уже узаконено в США, в Великобритании и во Франции. ""У нас этого пока нет, но мы к этому движемся"", - обнадежил НГ Аксаков. По словам депутата, его уже фактически поддержал заместитель председателя Центрального банка Виктор Мельников: ""Он сказал: есть вопрос, поскольку есть требование FATF, а мы - члены FATF"". Препятствий на пути продвижения документа он не видит, ""поскольку президент в своем Послании озвучил проблему борьбы с коррупцией как одну из первостепенных"".",он,"['президент', 'депутата', 'заместитель председателя Центрального банка Виктор Мельников']",2,2
"Бислан Гантамиров со своей стороны выразил надежду, что с назначением нового министра внутренних дел России в стране должно прекратиться необоснованное преследование лиц чеченской национальности. Гантамиров заявил, что новый глава МВД Борис Грызлов должен отменить приказ своего предшественника Владимира Рушайло от 1999 года, в котором, по его словам, в частности, предписывается ""создать жесткие условия для жизни и деятельности лиц чеченской национальности на территории России"", ""ограничить выезд лиц чеченской национальности из мест постоянного проживания"" и ""ограничить выдачу виз и загранпаспортов лицам чеченской национальности"". Как утверждает мэр Грозного, данный приказ, который, по его мнению, ""нарушает права человека"", действует до сих пор.",его,"['Гантамиров', 'Грозного', 'новый глава МВД Борис Грызлов']",1,3
"В ЖЖ-коммьюнити blog_medvedev можно будет комментировать и как пользователь ЖЖ, и как пользователь blog.kremlin.ru (через OpenID). Несмотря на то, что сообщество blog_medvedev и аккаунт его модератора blog-d-medvedev появились уже давно, сам президент заявил накануне, что пока не определился с никнеймом, который он будет использовать в своем блоге. ""Что касается никнейма, то я еще не определился. Что же касается самого форума, то благодаря ""Живому журналу"" я смогу более плотно общаться с пользователями интернета"", - сказал глава государства.",его,"['государства', 'никнеймом', 'сообщество blog_medvedev']",3,1
"После этого он швырнул в депутата стопку бумаг. Сам Милонов схватил кружку с водой, стоявшую на столе, и выплеснул возмущенному юноше в лицо. В студию вбежали охранники и увели хулигана, а ведущий извинился перед депутатом за инцидент, указав, что виновник беспорядков всего лишь стажер и теперь работать на радио его точно не возьмут. Затем программа прерывается заставкой, из которой следует, что интервью происходит на радиостанции ""Балтика"".",его,"['виновник беспорядков', 'ведущий', 'депутатом']",1,1
"Напомним, сенсационное заявление Лукашенко о поимке шпиона было сделано им в минувшую пятницу, как бы между делом, во время посещения строящегося в Минске аквапарка. Глава страны излагал журналистам свои оценки дела беглого американского экс-агента ЦРУ Эдварда Сноудена, и попутно заявил, что в рядах белорусских спецслужб обнаружен свой ""предатель"", сотрудничавший с иностранными государствами ""через представителей Католической церкви"". Задержанный, по словам президента, ""не только сдавал информацию, но из-за его деятельности пострадали люди, которые работают за границей"".",им,"['Минске', 'шпиона', 'Лукашенко']",3,3
"Напомним, сенсационное заявление Лукашенко о поимке шпиона было сделано им в минувшую пятницу, как бы между делом, во время посещения строящегося в Минске аквапарка. Глава страны излагал журналистам свои оценки дела беглого американского экс-агента ЦРУ Эдварда Сноудена, и попутно заявил, что в рядах белорусских спецслужб обнаружен свой ""предатель"", сотрудничавший с иностранными государствами ""через представителей Католической церкви"". Задержанный, по словам президента, ""не только сдавал информацию, но из-за его деятельности пострадали люди, которые работают за границей"".",его,"['Минске', 'Задержанный', 'президента']",2,2
"Предполагаемое преступление, легшее в основу уголовного дела Кузнецова, а также его супруги, гражданки США Жанны Буллок, экс-замминистра финансов Московской области Владимира Носова, бывшего гендиректора ОАО, учрежденного правительством Московской области, ""Московская областная трастовая компания"" Владислава Телепнева и экономиста ООО ""НЭС-Финанс"", сестры министра Елены Кузнецовой, совершалось с 2005 года. Группа приобрела у ряда предприятий ЖКХ права требования задолженностей к муниципальным образованиям области на сумму свыше 3,5 млрд рублей, затем перепродала коммерческому банку, который обратился за выплатами к главам муниципальных образований. Те, не имея денег, взяли у банка кредиты, которые позже были погашены, по распоряжению Кузнецова, из бюджета области.",его,"['экономиста ООО ""НЭС-Финанс"", сестры министра Елены Кузнецовой', 'бывшего гендиректора ОАО, учрежденного правительством Московской области, ""Московская областная трастовая компания"" Владислава Телепнева', 'Кузнецова']",3,3
"В последние недели ВВС США и Великобритании, готовясь к широкомасштабной операции, расширили список целей на севере и юге Ирака. Теперь они наносят удары не только по объектам ПВО, но и по ракетным комплексам класса ""земля-земля"", сообщает ИТАР-ТАСС. Как сообщила со ссылкой на американских военных газета The Jerusalem Post, эти ракеты уничтожаются не потому, что расположены в ""запретных зонах"" и угрожают самолетам союзников, а из-за того, что в пределах их досягаемости оказались войска США, в частности на кувейтской границе.",они,"['ВВС США и Великобритании', 'эти ракеты', 'США']",1,1
"В последние недели ВВС США и Великобритании, готовясь к широкомасштабной операции, расширили список целей на севере и юге Ирака. Теперь они наносят удары не только по объектам ПВО, но и по ракетным комплексам класса ""земля-земля"", сообщает ИТАР-ТАСС. Как сообщила со ссылкой на американских военных газета The Jerusalem Post, эти ракеты уничтожаются не потому, что расположены в ""запретных зонах"" и угрожают самолетам союзников, а из-за того, что в пределах их досягаемости оказались войска США, в частности на кувейтской границе.",их,"['США', 'эти ракеты', 'ВВС США и Великобритании']",2,2
"По словам Гольдфарба, такую сумму составила доля Березовского в финансовой поддержке Закаева в Дании. Как ранее сообщал сам Березовский, он продолжит оказывать финансовую поддержку Закаеву и в Великобритании во время судебного процесса по его экстрадиции в Россию.",его,"['сам Березовский', 'Гольдфарба', 'Закаеву']",3,3
"""Открывать специальные школы для будущих водителей мопедов мы, конечно, не будем, - пояснил ""Известиям"" Александр Борисов. - Скорее всего, ускоренный курс правил дорожного движения для вождения скутера будут преподавать в обычной автошколе. Была идея выделить на это несколько часов на уроках ОБЖ в школах, но департамент образования Москвы ее пока не поддержал. Что касается прав, то создать в государственных правах еще одну категорию Москва не может. Я думаю, это будет обычная справка, подтверждающая, что подросток прослушал необходимые лекции. Регистрировать мопеды будут в ГИБДД, как и обычные машины. Те, кто уже имеет скутер, смогут зарегистрировать его просто по заявлению"".",ее,"['идея', 'Я', 'Москвы']",1,1
"Среди сенаторов, подписавших письмо, - Оррин Хэтч и еще два республиканца, а также один представитель Демократической партии. Они опасаются, что Тегеран ""сможет обогатить ядерное топливо"", используемое на АЭС, и, возможно, сможет использовать его для производства ядерного оружия.",его,"['Тегеран', 'письмо', 'ядерное топливо']",3,3
"Черенков трижды выигрывал со ""Спартаком"" чемпионат Советского Союза, по разу чемпионат и Кубок России, дважды признавался лучшим футболистом СССР, а в 1989 году получил звание заслуженного мастера спорта СССР. В составе национальной команды он завоевал бронзовую медаль Олимпийских игр 1980 года в Москве.",он,"['СССР', 'Черенков', '""Спартаком""']",2,2
"""В графике президента есть ""окна"", ими для встречи с Владимиром Путиным могут воспользоваться главы государств СНГ"", - отметили источники газеты. Может быть, этим советом воспользуется Михаил Саакашвили, на днях пообещавший выяснить причины пренебрежительного, на его взгляд, отзыва президента РФ о грузинской демократии лично у Путина.",его,"['Михаил Саакашвили', 'главы государств СНГ', 'президента РФ']",1,3
"Напоследок испытуемых спросили, оставят ли они себе выданные деньги или подарят их. Одним участникам сказали сделать выбор самим, другим сказали, что за них решит компьютер случайным образом. В итоге те испытуемые, которым компьютер оставил их доллары, оказались счастливее тех, кто сам выбрал то же самое, и тех, кто решил своими деньгами поделиться.",них,"['те испытуемые', 'другим', 'выданные деньги']",2,1
"""Имеется также информация, - сообщил Никифоров, - что к убийству Михаила Маневича причастны граждане Колягин и Максимов, однако после совершения убийства вице-губернатора они были ликвидированы, проводится выявление цепочки причастных к ним лиц"". Представитель МВД подчеркнул, что он не может сказать, являются ли указанные лица непосредственными исполнителями преступлений. Вице-губернатор Санкт-Петербурга Михаил Маневич был расстрелян в служебном автомобиле по дороге на работу в августе 1997 года. Депутат Госдумы Галина Старовойтова убита в ноябре 1998 года в подъезде дома в Петербурге, где она проживала. Обвинения в совершении этих преступлений до сих пор никому не предъявлены.",ним,"['дома в Петербурге', 'граждане Колягин и Максимов', 'указанные лица']",2,2
"""Имеется также информация, - сообщил Никифоров, - что к убийству Михаила Маневича причастны граждане Колягин и Максимов, однако после совершения убийства вице-губернатора они были ликвидированы, проводится выявление цепочки причастных к ним лиц"". Представитель МВД подчеркнул, что он не может сказать, являются ли указанные лица непосредственными исполнителями преступлений. Вице-губернатор Санкт-Петербурга Михаил Маневич был расстрелян в служебном автомобиле по дороге на работу в августе 1997 года. Депутат Госдумы Галина Старовойтова убита в ноябре 1998 года в подъезде дома в Петербурге, где она проживала. Обвинения в совершении этих преступлений до сих пор никому не предъявлены.",он,"['Депутат Госдумы Галина Старовойтова', 'Вице-губернатор Санкт-Петербурга Михаил Маневич', 'Представитель МВД']",3,3
"Губернатор Мурманской области Марина Ковтун, как и обещала, приехала в пятницу, 16 июня, в Апатиты, чтобы разобраться в ситуации, и встретилась с родной тетей Дарьи Любовью Тулуповой, которая помогает ей воспитывать шестилетнюю дочь.",ей,"['шестилетнюю дочь', 'Дарьи', 'родной тетей Дарьи Любовью Тулуповой']",2,2
"По словам Цемаха, который в 2014 году был командиром отряда противовоздушной обороны ополченцев Донбасса в городе Снежное, он был похищен прямо из своего дома в городе Снежное сотрудниками Службы безопасности Украины (СБУ). При этом ему ввели препараты-транквилизаторы. Цемах отметил, что уже вскоре после похищения на сайте Bellingcat был опубликован снимок его удостоверения, которое похитители забрали у него и приобщили к следственным материалам и на которое должна была распространяться тайна следствия.",его,"['Цемах', 'городе Снежное', 'Донбасса']",1,1
"Про неудавшийся теракт в аэропорту выясняются новые подробности. Оказывается, полиция уже была на хвосте террористов. За 10 минут до теракта полицейские вышли на агентство недвижимости, которое сдавало им жилплощадь в расположенной недалеко от аэропорта деревне Хьюстон. Жилье всех задержанных подверглось обыскам.",им,"['всех задержанных', 'полицейские', 'террористов']",3,3
"Издание уверено, что нынешний визит российского президента является способом сгладить некоторую неловкость, которая возникла между странами в 2006 году. Напомним, что тогда Владимир Путин посетил Саудовскую Аравию, Катар и Иорданию, а руководство ОАЭ восприняло это неоднозначно. Дело в том, что правящая в стране семья пользуется немалым авторитетом в арабском мире и никак не ожидала того, что Владимир Путин не уделит им внимания.",им,"['странами', 'Издание', 'семья']",3,3
"Проверка Счетной палаты прошла по следам конфликта бывшего владельца ""ИжАвто"" - ""группы Сок"" – и ""АвтоВАЗа"". ""Сок"" с конца 2007 года договаривался с ""АвтоВАЗом"" о продаже ""ИжАвто"", но весной заявил о выходе из переговоров. Менеджмент ""ИжАвто"" и власти Удмуртии, просили совладельца ""АвтоВАЗа"" госкорпорацию Ростехнологии взять завод под свой контроль, утверждая, что иначе ""ИжАвто"" грозит банкротство. Но Ростехнологии ответили, что ""ИжАвто"" им сейчас неинтересен.",им,"['""АвтоВАЗа""', 'Ростехнологии', '""Сок""']",2,2
"""Новый Кремль хочет показать, что намерен вернуть себе контроль за происходящим в регионах Северного Кавказа"", - согласен член совета Московского центра Карнеги Алексей Малашенко. Он предполагает, что с этим же была связана и недавняя замена премьера в Чечне: ""Рамзан Кадыров уволил с этой должности своего двоюродного брата Одеса Байсултанова, хотя никаких проблем между ними, насколько известно, не было, и произойти это могло только по сигналу из центра"".",себе,"['Новый Кремль', 'Чечне', 'Северного Кавказа']",1,1
"""Новый Кремль хочет показать, что намерен вернуть себе контроль за происходящим в регионах Северного Кавказа"", - согласен член совета Московского центра Карнеги Алексей Малашенко. Он предполагает, что с этим же была связана и недавняя замена премьера в Чечне: ""Рамзан Кадыров уволил с этой должности своего двоюродного брата Одеса Байсултанова, хотя никаких проблем между ними, насколько известно, не было, и произойти это могло только по сигналу из центра"".",Он,"['своего двоюродного брата Одеса Байсултанова', 'член совета Московского центра Карнеги Алексей Малашенко', 'Рамзан Кадыров']",2,2
"Говоря о политической стратегии, выработанной им с премьер-министром Владимиром Путиным, глава государства заверил, что у них есть единая согласованная программа, передает ИТАР-ТАСС. ""У любой системной политической силы должна быть программа на длительную перспективу. Она есть"", - сказал глава государства. ""Все идет как договаривались"", - заверил присутствующих Медведев.",им,"['присутствующих Медведев', 'премьер-министром Владимиром Путиным', 'глава государства']",3,3
"Отметим, что сообщения, приходившие сыну пропавшего пилота в апреле - не единственные. Ранее подобное произошло через четыре дня после изчезновения ""кукурузника"". Тогда одному из родственников также пришло сообщение с телефона пропавшего вместе с Ан-2 пассажира. Оповещение о том, что данный абонент снова в сети, вселило надежду в сердца родных и спасателей. Однако, как только ""найденному"" абоненту попытались позвонить, он вновь оказался недоступен. Тогда следователи объяснили произошедшее техническим сбоем: мол, сигнал с телефона был послан еще до взлета, а из-за сбоя в детализации информация пришла с опозданием.",он,"['""найденному"" абоненту', 'пропавшего пилота', 'сыну пропавшего пилота']",1,1
